names,wkt_geom,type
киевский рынок,"POLYGON((30.7308864 46.4004145, 30.7272982 46.399974, 30.7253079 46.3997377, 30.725418 46.3993234, 30.7265652 46.3994502, 30.7276084 46.3997669, 30.7287766 46.3998964, 30.7294831 46.3997669, 30.7309614 46.4000035, 30.7308864 46.4004145))",market
Кладбищенская,"LINESTRING(30.6903216 46.4967732, 30.6955286 46.4962258, 30.6959875 46.4960191, 30.7016912 46.4977446)",landmark
Кривобалковское кладбище,"POLYGON((30.6908268 46.4996649, 30.6912019 46.5011, 30.6894863 46.5013247, 30.6887458 46.4998653, 30.6908268 46.4996649))",landmark
Крыжановский рынок,"POLYGON((30.7895444 46.5665488, 30.7891022 46.5659528, 30.7899229 46.5656883, 30.789662 46.5664915, 30.7895444 46.5665488))",market
лунапарк,"POLYGON((30.755084 46.4760857, 30.7551793 46.4749172, 30.7552865 46.4749099, 30.7551569 46.4745431, 30.755309 46.4745353, 30.7555991 46.4746951, 30.7556836 46.4753036, 30.7561578 46.4758471, 30.7556588 46.4761335, 30.7551816 46.4761949, 30.755084 46.4760857))",park
Мечниковский сквер,"POLYGON((30.717079 46.4906877, 30.7170731 46.4898042, 30.7173319 46.4888726, 30.7188939 46.4890171, 30.7187428 46.4905334, 30.7178304 46.4904865, 30.717079 46.4906877))",park
Михайловская площадь,"POLYGON((30.7105583 46.4690428, 30.710219 46.4689089, 30.7098582 46.4684951, 30.7098808 46.4679439, 30.7102739 46.4674804, 30.7114423 46.467238, 30.7121837 46.4674513, 30.7124841 46.467758, 30.7125351 46.4680868, 30.7123581 46.468205, 30.7122105 46.4690262, 30.7105583 46.4690428))",landmark
Мичурина площадь,"LINESTRING(30.7121959 46.5397742, 30.7144448 46.5409657)",landmark
Молодёжи площадь,"LINESTRING(30.7025932 46.4930073, 30.7037761 46.4912545)",landmark
Молодёжный сквер,"POLYGON((30.7935244 46.5852902, 30.7953095 46.5841775, 30.7955606 46.584209, 30.7978955 46.5864136, 30.7975951 46.5865503, 30.7971821 46.5863097, 30.7965938 46.5865942, 30.7967977 46.5867935, 30.7966033 46.5868858, 30.79711 46.5871702, 30.7963027 46.5875569, 30.7935244 46.5852902))",park
Независимости площадь,"POLYGON((30.7240745 46.3992432, 30.7233336 46.3992884, 30.7230786 46.3991304, 30.7230006 46.3988324, 30.7233681 46.3985412, 30.7239409 46.3985555, 30.724273 46.3988714, 30.7240745 46.3992432))",landmark
Новый Рынок,"POLYGON((30.7227421 46.4877237, 30.7241394 46.4865887, 30.7262043 46.487891, 30.7248816 46.4889396, 30.7227421 46.4877237))",market
Олимпийский сквер,"POLYGON((30.7566947 46.4485273, 30.7578696 46.447035, 30.7593817 46.4475099, 30.7583487 46.4489928, 30.7566947 46.4485273))",park
Оптовый рынок,"POLYGON((30.7034605 46.3880522, 30.7037293 46.3859498, 30.7044582 46.3860035, 30.7046899 46.3881014, 30.7034605 46.3880522))",market
Парк Горького,"POLYGON((30.720125 46.4299784, 30.7171041 46.4318691, 30.7169111 46.4318638, 30.7133109 46.4293822, 30.7133412 46.4291896, 30.7172696 46.4266136, 30.717663 46.426645, 30.7209774 46.4291163, 30.7209947 46.4294357, 30.720125 46.4299784))",park
Парк Ильича,"POLYGON((30.7299888 46.4681283, 30.7296197 46.467876, 30.7283189 46.4678946, 30.728292 46.467324, 30.7286201 46.4673203, 30.7286309 46.466583, 30.7277249 46.4665838, 30.7275702 46.4638676, 30.7309016 46.4638031, 30.7314393 46.4636671, 30.7315425 46.4653116, 30.7310035 46.4669669, 30.7310127 46.4684518, 30.7300252 46.468518, 30.7299888 46.4681283))",park
Парк Космонавтов,"POLYGON((30.7387941 46.4521411, 30.7387325 46.4515988, 30.739336 46.4502828, 30.7414891 46.4508968, 30.7417922 46.4524328, 30.7411445 46.453161, 30.7392394 46.4524504, 30.7387941 46.4521411))",park
парк Победы,"POLYGON((30.7502509 46.441498, 30.7564172 46.4406486, 30.7569592 46.4409361, 30.7583546 46.4458977, 30.7572612 46.4476163, 30.7566588 46.4482701, 30.7567975 46.4483238, 30.7556456 46.4499987, 30.754361 46.4494747, 30.7542723 46.449298, 30.7499351 46.4477749, 30.7505536 46.4467102, 30.7512791 46.4467712, 30.7515581 46.4463026, 30.7515824 46.4459192, 30.7499135 46.445388, 30.7501754 46.4449341, 30.7502509 46.441498))",park
Парк Шевченко,"POLYGON((30.7507902 46.4827322, 30.7500758 46.4769849, 30.7525937 46.476858, 30.7526328 46.4770681, 30.7540671 46.4768996, 30.7544963 46.4766355, 30.7546894 46.4762827, 30.7544104 46.4745815, 30.755309 46.4745353, 30.7567027 46.4750861, 30.7594138 46.4775358, 30.7604636 46.477061, 30.7621499 46.4774101, 30.7633904 46.4778742, 30.7629653 46.4785603, 30.7627279 46.4784309, 30.7621048 46.4790695, 30.7617552 46.4797394, 30.7595545 46.480857, 30.7593763 46.480734, 30.7551184 46.4825257, 30.7522697 46.4833843, 30.7508679 46.4834914, 30.7507902 46.4827322))",park
Парк Энтузиастов,"POLYGON((30.8031871 46.5782299, 30.8022602 46.5768187, 30.802392 46.5767745, 30.8022223 46.5765351, 30.8047171 46.5759738, 30.8057019 46.577388, 30.8031871 46.5782299))",park
Парк Юность,"POLYGON((30.7641717 46.4222864, 30.7636225 46.4221644, 30.7619649 46.4213492, 30.7601571 46.4200818, 30.7621733 46.4195323, 30.7633717 46.4206426, 30.7652901 46.4218049, 30.7641717 46.4222864))",park
площадь Толстого,"POLYGON((30.7236194 46.4796302, 30.723315 46.4797801, 30.723378 46.4795311, 30.7236194 46.4796302))",landmark
Радиорынок,"POLYGON((30.7242596 46.4979528, 30.7243639 46.4973581, 30.725509 46.4971476, 30.7253915 46.4976734, 30.7250123 46.4976288, 30.7248863 46.4980297, 30.7242596 46.4979528))",market
Рынок Левитан,"POLYGON((30.7290694 46.4073215, 30.729134 46.4071367, 30.728813 46.4070873, 30.7289874 46.4068067, 30.7297973 46.4069995, 30.7296391 46.4074202, 30.7290694 46.4073215))",market
рынок северный,"POLYGON((30.7918539 46.5862844, 30.7921183 46.5861312, 30.7929235 46.5868037, 30.7942329 46.5859798, 30.7960696 46.5874486, 30.7939963 46.5886594, 30.7917273 46.5869531, 30.7917355 46.5866814, 30.7921054 46.5864646, 30.7918539 46.5862844))",market
Рынок Черемушки|Черёмушки|Черемушки,"POLYGON((30.7110315 46.432259, 30.7132847 46.4312345, 30.7134578 46.4314011, 30.7144838 46.4306678, 30.7146132 46.4307547, 30.7135094 46.4315279, 30.7141272 46.4319599, 30.7140183 46.4320253, 30.7141959 46.4322119, 30.7134665 46.4324645, 30.7133843 46.4323733, 30.7119045 46.433119, 30.7110315 46.432259))",market
рынок южный,"POLYGON((30.7241579 46.3966775, 30.724447 46.3936946, 30.725548 46.393677, 30.7254615 46.3946431, 30.7259444 46.3947808, 30.7258476 46.3954562, 30.7255691 46.3954506, 30.7255041 46.395773, 30.7251375 46.3957655, 30.7250894 46.3967109, 30.7241579 46.3966775))",market
Савицкий парк,"POLYGON((30.6911542 46.4628439, 30.6917214 46.4621645, 30.6906587 46.4617363, 30.6917252 46.4606635, 30.6987883 46.460836, 30.6988116 46.4634127, 30.6945933 46.464238, 30.6949857 46.4656578, 30.6945908 46.4656803, 30.6942142 46.464393, 30.6924397 46.4643641, 30.69217 46.4635591, 30.6911542 46.4628439))",park
Сквер героев-лётчиков,"POLYGON((30.7452151 46.4383892, 30.7442951 46.4384447, 30.7444802 46.4381286, 30.7442656 46.4380843, 30.7445875 46.4375575, 30.7452714 46.4378014, 30.7454056 46.4379974, 30.7452151 46.4383892))",park
Сквер героев-пограничников,"POLYGON((30.7308671 46.4370713, 30.7307108 46.4362012, 30.7322283 46.435443, 30.7323524 46.4355119, 30.7327512 46.4368887, 30.7308671 46.4370713))",park
Сквер Серединский,"POLYGON((30.7212203 46.4739896, 30.7211761 46.4736903, 30.7202061 46.4728512, 30.7212203 46.4739896))",park
Сквер Шклярука,"POLYGON((30.7581379 46.413847, 30.757706 46.4141154, 30.7573957 46.4137887, 30.7567297 46.4140893, 30.7563032 46.4136308, 30.7583146 46.4129379, 30.7584285 46.4131658, 30.7577718 46.4134294, 30.7581379 46.413847))",park
Скейт-парк,"POLYGON((30.789619 46.5781434, 30.7892528 46.5782369, 30.7891636 46.5780717, 30.7895298 46.5779783, 30.789619 46.5781434))",park
Скейтпарк,"POLYGON((30.7577483 46.4807686, 30.7574898 46.4804142, 30.7577246 46.4801472, 30.7581879 46.4806075, 30.7577483 46.4807686))",park
Слободское кладбище,"POLYGON((30.691144 46.4987386, 30.6906018 46.4967851, 30.6958054 46.4962463, 30.6959631 46.4961166, 30.7000796 46.4972566, 30.6983476 46.498787, 30.691144 46.4987386))",landmark
Слободской рынок,"POLYGON((30.7037901 46.4931819, 30.7033855 46.4930564, 30.7027238 46.4928493, 30.7029675 46.4924843, 30.7040038 46.4928089, 30.7037901 46.4931819))",market
Соборка|Соборная площадь,"POLYGON((30.7326414 46.4845323, 30.7313835 46.4848091, 30.730358 46.482629, 30.732322 46.482454, 30.7326414 46.4845323))",landmark
Стамбульский парк,"POLYGON((30.7418015 46.4881068, 30.7417409 46.4879936, 30.7437399 46.4861259, 30.7441037 46.4861723, 30.7450215 46.4852128, 30.7455442 46.4849784, 30.7457474 46.4851472, 30.744969 46.485545, 30.7453204 46.4859466, 30.7425787 46.4884865, 30.7418015 46.4881068))",park
Старобазарный|Кировский,"POLYGON((30.7334181 46.4754573, 30.7331419 46.4736505, 30.7353785 46.4734884, 30.7356547 46.4752952, 30.7334181 46.4754573))",market
Старосенная|пл. Старосенная|Старосенная площадь,"POLYGON((30.739221 46.4663029, 30.737426 46.466343, 30.7372734 46.4665154, 30.7368112 46.4665365, 30.7356449 46.465272, 30.7389897 46.4650468, 30.739221 46.4663029))",landmark
Таировское кладбище,"POLYGON((30.70026 46.3957318, 30.7005779 46.3943472, 30.7004858 46.3937958, 30.70026 46.3957318))",landmark
таможенная площадь,"LINESTRING(30.7464818 46.4846191, 30.7467994 46.4851766)",landmark
Тираспольский сквер,"POLYGON((30.7235883 46.4753229, 30.7234431 46.4754421, 30.7228348 46.4755389, 30.7235013 46.4749633, 30.7236523 46.4750304, 30.7235883 46.4753229))",park
Херсонский сквер,"POLYGON((30.722879 46.4957076, 30.7232022 46.4961064, 30.7231003 46.4964175, 30.7234624 46.4966991, 30.7231727 46.4968524, 30.7229166 46.4968754, 30.7225856 46.4966623, 30.7214293 46.496643, 30.7213828 46.4969098, 30.7208322 46.4969295, 30.718674 46.4959881, 30.7188496 46.4958223, 30.7195097 46.495816, 30.7199258 46.4956431, 30.7208928 46.4962072, 30.7215974 46.4962081, 30.7217734 46.4964659, 30.7226403 46.4962412, 30.72258 46.4957776, 30.722879 46.4957076))",park
Ярмарочная площадь,"LINESTRING(30.7347659 46.5285131, 30.728684 46.5295652)",landmark
Авангард,POINT(30.613808 46.471085),village
Августовка|Августівка,POINT(30.6475558 46.6404652),village
Адамовка|Адамівка,POINT(30.506952 46.8860638),village
Александровка|Олександрівка,POINT(30.374535 46.752388),village
Александровка|Олександрівка,POINT(30.87364 46.60881),village
Алтестове,"POLYGON((30.5488021 46.6384503, 30.5484466 46.6373281, 30.5480879 46.637046, 30.5466034 46.6355871, 30.5463919 46.6351349, 30.5463204 46.6343433, 30.5443363 46.6343364, 30.5443328 46.6339215, 30.5457922 46.6339314, 30.545765 46.6320527, 30.5454487 46.6318195, 30.5453677 46.6314201, 30.5455718 46.6300692, 30.5461659 46.6297626, 30.5468719 46.6295122, 30.5475747 46.6293443, 30.5475622 46.6285924, 30.5483993 46.6283604, 30.5485608 46.6281591, 30.5493587 46.6279654, 30.5490393 46.6268005, 30.5499334 46.6264183, 30.5501169 46.6260101, 30.5504981 46.6260859, 30.5501244 46.6270431, 30.5502238 46.6275653, 30.5510305 46.6275001, 30.5512409 46.6279388, 30.5513192 46.6285505, 30.5511147 46.6291973, 30.5501025 46.6292341, 30.5498417 46.6303189, 30.5503609 46.63186, 30.5494083 46.6320292, 30.5496111 46.6330821, 30.5496235 46.6339174, 30.5497138 46.6346416, 30.5501213 46.6346972, 30.5500995 46.6351308, 30.5498382 46.6351735, 30.5501369 46.6364672, 30.5500747 46.6370012, 30.5499409 46.6381291, 30.5496796 46.6384709, 30.5488021 46.6384503))",village
Алтестово|Алтестове,POINT(30.546446 46.6299672),village
Барабой,POINT(30.514801 46.287064),village
Беляры|Білярі,POINT(31.031178 46.6227),village
Березань,POINT(30.430071 46.567612),village
Бессарабка,"POLYGON((31.2291741 46.7380813, 31.2269738 46.7372765, 31.2263685 46.73686, 31.2260902 46.736575, 31.2260628 46.736243, 31.2266289 46.7355273, 31.2272966 46.7344414, 31.225329 46.7334266, 31.224786 46.7330112, 31.2243579 46.7317831, 31.2244601 46.7314749, 31.2246499 46.7313357, 31.2249082 46.7313065, 31.2293996 46.7319598, 31.2311693 46.7322922, 31.2321131 46.7325503, 31.2324916 46.7327394, 31.2332407 46.7332698, 31.2335328 46.7333754, 31.2348967 46.7336495, 31.2355029 46.734003, 31.2364821 46.7343594, 31.2391727 46.7350167, 31.2400537 46.7352614, 31.240222 46.7354436, 31.2399614 46.7362485, 31.239617 46.737331, 31.2389623 46.739422, 31.2389426 46.7396351, 31.2346216 46.739424, 31.2341873 46.7401903, 31.2338603 46.740409, 31.2334836 46.740446, 31.2322724 46.740036, 31.2279457 46.7389672, 31.2279391 46.7387729, 31.2286377 46.7386842, 31.2291741 46.7380813))",village
Бессарабка,POINT(31.2335856 46.7368146),village
Благодатное|Благодатне,POINT(30.8274849 46.7541669),village
Благодатное|Благодатне,POINT(30.2647158 46.7184223),village
Блонское|Блонське,POINT(30.4436282 46.8650332),village
Богатырёвка|Богатирівка,POINT(30.517321 46.25246),village
Болгарка,POINT(30.459249 46.689491),village
Большая Балка|Велика Балка,POINT(30.60722 46.564522),village
Бриновка|Бринівка,POINT(30.38784 46.752998),village
Бритовка|Бритівка,POINT(30.28347 46.17485),village
Будячки,POINT(30.3536832 46.6963394),village
Булдынка|Булдинка,POINT(30.977516 46.660427),village
Бурдовка|Бурдівка,POINT(30.4380294 46.8014172),village
Бурлачья Балка|Бурлача Балка,POINT(30.6640399 46.3396286),village
Бутовка|Бутівка,POINT(31.0380437 46.7643794),village
Буцыновка|Буцинівка,POINT(30.220749 46.76228),village
Важное|Важне,POINT(30.4519361 46.5696032),village
Вакуловка|Вакулівка,POINT(30.324459 46.692093),village
Вапнярка,"POLYGON((30.8887428 46.5864847, 30.8875331 46.5864573, 30.8856565 46.5861188, 30.8861709 46.5848131, 30.885087 46.5846266, 30.8799689 46.58363, 30.8801101 46.5830298, 30.8791205 46.5827526, 30.8795197 46.5802678, 30.8810127 46.5777133, 30.8759584 46.5769831, 30.8769828 46.5742899, 30.8796699 46.5746617, 30.8811604 46.5704423, 30.8851695 46.5706899, 30.8852939 46.5691559, 30.885076 46.5691086, 30.8852667 46.568546, 30.885214 46.5685436, 30.8852869 46.5683387, 30.8853525 46.5678022, 30.8921358 46.5695931, 30.8937407 46.5712617, 30.8920956 46.5739299, 30.8916986 46.5748813, 30.8913392 46.5759249, 30.8908778 46.577374, 30.8904755 46.5778018, 30.8896762 46.5789522, 30.8891934 46.5861585, 30.8887428 46.5864847))",village
Вапнярка,POINT(30.8915 46.571041),village
Василевка|Василівка,POINT(30.3029761 46.6129353),village
Великие Ламзаки|Великі Ламзаки,POINT(30.7923558 46.8007148),village
Великий Буялык|Великий Буялик,"LINESTRING(30.6420761 46.8994082, 30.6421727 46.9023318, 30.6423819 46.9030428, 30.6437498 46.907045)",village
Великий Дальник,POINT(30.559851 46.476292),village
Визирка,"POLYGON((31.0060712 46.6719826, 31.0049024 46.6765023, 31.0021063 46.676846, 31.002238 46.6777387, 31.0041854 46.6776968, 31.0045103 46.6797136, 31.0048005 46.6816415, 31.0056712 46.6861478, 31.0059968 46.6876191, 31.0062657 46.6882649, 31.0066267 46.6901002, 31.0073771 46.6910422, 31.0064144 46.6917268, 31.0035618 46.6902508, 31.0035571 46.6912697, 31.0025773 46.6947999, 31.0015577 46.6989172, 31.0001449 46.7020597, 30.9979008 46.7033896, 30.9974382 46.7034321, 30.9961853 46.7033641, 30.9958739 46.7034879, 30.9956155 46.7038738, 30.9952864 46.7040801, 30.9948263 46.7041651, 30.9942282 46.7041505, 30.994168 46.7041117, 30.9942211 46.7036287, 30.9942494 46.7033447, 30.9942034 46.703153, 30.9944228 46.7021312, 30.9944145 46.6921701, 30.9951763 46.6886818, 30.9950475 46.6858115, 30.9952127 46.6848236, 30.9962418 46.6827776, 30.9964143 46.6821899, 30.9958377 46.6785009, 30.9954909 46.6785665, 30.9953352 46.6785204, 30.9952038 46.6783355, 30.9951365 46.6778474, 30.9950622 46.677726, 30.994864 46.677556, 30.9947826 46.6771821, 30.9945066 46.6770024, 30.9944782 46.6769077, 30.9945392 46.6750447, 30.9945124 46.6746435, 30.9945768 46.6735945, 30.9946626 46.6735319, 30.9949362 46.6735245, 30.9951755 46.6722033, 30.9959181 46.6708863, 30.9962328 46.6707886, 30.9997941 46.6709727, 31.0008024 46.6713354, 31.0060712 46.6719826))",village
Визирка,POINT(30.997566 46.696785),village
Виноградарь|Виноградар,POINT(30.33987 46.680103),village
Виноградное|Виноградне,"POLYGON((31.2344221 46.6981048, 31.2341926 46.6988707, 31.2338414 46.6995426, 31.2326037 46.7016246, 31.2306577 46.7010982, 31.2304711 46.7013408, 31.2217718 46.6987311, 31.2203629 46.6984595, 31.2198532 46.6983137, 31.2194109 46.6980231, 31.2188498 46.697697, 31.2180854 46.6974146, 31.2187028 46.696408, 31.2190053 46.6962709, 31.219583 46.6952605, 31.2199961 46.6953665, 31.2209785 46.6939184, 31.2246137 46.6949063, 31.2252719 46.694566, 31.2272032 46.6950728, 31.2273731 46.6951174, 31.2274661 46.6951418, 31.2276308 46.6951943, 31.2276313 46.6959154, 31.2289186 46.6963059, 31.2292798 46.6964155, 31.2294079 46.6964544, 31.2321849 46.697287, 31.2324448 46.6973002, 31.2333852 46.6973366, 31.2344221 46.6981048))",village
Виноградное|Виноградне,POINT(31.2264691 46.6977199),village
